page_id,name,urlslug,id,align,eye,hair,sex,gsm,alive,appearances,first_appearance,year,days_since_first_appearance
18420,Agent_22_Earth616,Agent_22_Earth616,Secret Identity,,,Black Hair,Female Characters,,False,2,1994-10-01,1994,8810
171617,Allegra_Earth616,Allegra_Earth616,Secret Identity,Good Characters,,Black Hair,Female Characters,,False,2,1994-03-01,1994,9024
349981,Anton_Devine_Earth616,Anton_Devine_Earth616,,,,,Male Characters,,False,2,1994-04-01,1994,8993
244323,Armorer_Earth616,Armorer_Earth616,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,False,2,1994-03-01,1994,9024
120256,Bailiff_Hellstorm_Earth616,Bailiff_Hellstorm_Earth616,,Neutral Characters,,,Male Characters,,False,2,1994-09-01,1994,8840
29826,Baranka_Earth616,Baranka_Earth616,No Dual Identity,Neutral Characters,Brown Eyes,,Male Characters,,False,2,1994-06-01,1994,8932
63099,Barb_Employee_of_Arcade_Earth616,Barb_Employee_of_Arcade_Earth616,Secret Identity,,Yellow Eyes,No Hair,Male Characters,,False,2,1994-06-01,1994,8932
235916,Barbara_Rave_Earth616,Barbara_Rave_Earth616,No Dual Identity,Good Characters,,Brown Hair,Female Characters,,False,2,1994-02-01,1994,9052
16665,Benedict_Kine_Earth616,Benedict_Kine_Earth616,,Bad Characters,,Grey Hair,Male Characters,,False,2,1994-10-01,1994,8810
57940,Blue_Shark_Earth616,Blue_Shark_Earth616,Secret Identity,,,Blond Hair,Male Characters,,False,2,1994-03-01,1994,9024
57941,Bombadier_Elvis_Earth616,Bombadier_Elvis_Earth616,Secret Identity,,,Black Hair,Male Characters,,False,2,1994-03-01,1994,9024
93018,Brian_Lash_Earth616,Brian_Lash_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1994-07-01,1994,8902
558751,Brilliant_One_Earth616,Brilliant_One_Earth616,Secret Identity,Neutral Characters,,,Female Characters,,False,2,1994-04-01,1994,8993
480799,Burlos_Earth616,Burlos_Earth616,Public Identity,,Blue Eyes,Red Hair,Male Characters,,False,2,1994-08-01,1994,8871
73309,Chris_Paxton_Earth616,Chris_Paxton_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1994-09-01,1994,8840
635463,Deadaim_Earth616,Deadaim_Earth616,,Bad Characters,,Blond Hair,Male Characters,,False,2,1994-02-01,1994,9052
16068,Desmond_Kline_Earth616,Desmond_Kline_Earth616,Public Identity,Neutral Characters,,Black Hair,Male Characters,,False,2,1994-01-01,1994,9083
639635,Drasil_Earth616,Drasil_Earth616,Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,False,2,1994-07-01,1994,8902
44197,Eleyn_Earth616,Eleyn_Earth616,,,,Blond Hair,Female Characters,,False,2,1994-01-01,1994,9083
685238,Elsa_Chandler_Earth616,Elsa_Chandler_Earth616,Public Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,False,2,1994-05-01,1994,8963
18313,Enigmo_Earth616,Enigmo_Earth616,Secret Identity,,Brown Eyes,Red Hair,Male Characters,,False,2,1994-01-01,1994,9083
686539,Faze_Cobalt_Earth616,Faze_Cobalt_Earth616,Secret Identity,,,,Male Characters,,False,2,1994-07-01,1994,8902
534239,Fletcher_Earth616,Fletcher_Earth616,Public Identity,Good Characters,,Grey Hair,Female Characters,,False,2,1994-12-01,1994,8749
21726,Godstalker_Earth616,Godstalker_Earth616,,,,,,,False,2,1994-11-01,1994,8779
530070,Gregory_Slivovitz_Earth616,Gregory_Slivovitz_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1994-08-01,1994,8871
309467,Herbert_Isaacs_Earth616,Herbert_Isaacs_Earth616,Secret Identity,Neutral Characters,,,Male Characters,,False,2,1994-01-01,1994,9083
20233,James_Raydar_Earth616,James_Raydar_Earth616,,Good Characters,,,Male Characters,,False,2,1994-01-01,1994,9083
505978,Jennifer_Burke_Earth616,Jennifer_Burke_Earth616,,,,,Female Characters,,False,2,1994-08-01,1994,8871
280680,Jessie_Drake_Earth616,Jessie_Drake_Earth616,,,Brown Eyes,Blond Hair,Female Characters,Transgender Characters,False,2,1994-03-01,1994,9024
260009,Jim_Redfield_Earth616,Jim_Redfield_Earth616,Public Identity,,,Black Hair,Male Characters,,False,2,1994-11-01,1994,8779
639633,Jongalt_Earth616,Jongalt_Earth616,Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,False,2,1994-07-01,1994,8902
748149,Killobyte_Joey_Earth616,Killobyte_Joey_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1994-03-01,1994,9024
247348,Lady_Trident_Earth616,Lady_Trident_Earth616,Secret Identity,Bad Characters,,,Female Characters,,False,2,1994-07-01,1994,8902
83217,LaVoisin_Earth616,LaVoisin_Earth616,Secret Identity,,,Black Hair,Female Characters,,False,2,1994-07-01,1994,8902
63100,Link_Employee_of_Arcade_Earth616,Link_Employee_of_Arcade_Earth616,Secret Identity,,Brown Eyes,Brown Hair,Male Characters,,False,2,1994-06-01,1994,8932
480861,Lord_Ludox_Earth616,Lord_Ludox_Earth616,Public Identity,,,Red Hair,Male Characters,,False,2,1994-08-01,1994,8871
507277,Luten_Earth616,Luten_Earth616,Public Identity,Good Characters,White Eyes,,Male Characters,,False,2,1994-06-01,1994,8932
692306,Mack_Earth616,Mack_Earth616,Public Identity,,,Brown Hair,Male Characters,,False,2,1994-04-01,1994,8993
639634,Mara_Earth616,Mara_Earth616,Public Identity,Good Characters,Black Eyes,,Female Characters,,False,2,1994-07-01,1994,8902
18741,Marissa_Paulsen_Earth616,Marissa_Paulsen_Earth616,Secret Identity,Neutral Characters,,,Female Characters,,False,2,1994-02-01,1994,9052
43950,Maurice_Fortuit_Earth616,Maurice_Fortuit_Earth616,Secret Identity,Good Characters,,Red Hair,Male Characters,,False,2,1994-10-01,1994,8810
692304,McCleod_Earth616,McCleod_Earth616,Public Identity,,,White Hair,Male Characters,,False,2,1994-04-01,1994,8993
731946,Mephitisoid_Earth616,Mephitisoid_Earth616,Secret Identity,Bad Characters,Yellow Eyes,White Hair,Male Characters,,False,2,1994-09-01,1994,8840
63101,Mister_Nice_Earth616,Mister_Nice_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1994-06-01,1994,8932
480829,Moina_Earth616,Moina_Earth616,Public Identity,,Blue Eyes,Blond Hair,Female Characters,,False,2,1994-08-01,1994,8871
171619,Munchkin_Earth616,Munchkin_Earth616,Secret Identity,Good Characters,,Black Hair,Male Characters,,False,2,1994-03-01,1994,9024
530071,Murder_Sally_Earth616,Murder_Sally_Earth616,Secret Identity,Bad Characters,,Black Hair,Female Characters,,False,2,1994-08-01,1994,8871
642628,Phillip_Cussler_Jr_Earth616,Phillip_Cussler_Jr_Earth616,Public Identity,,Blue Eyes,Black Hair,Male Characters,,False,2,1994-08-01,1994,8871
642629,Phillip_Cussler_Sr_Earth616,Phillip_Cussler_Sr_Earth616,Public Identity,,Blue Eyes,White Hair,Male Characters,,False,2,1994-08-01,1994,8871
171717,Psychobabble_Earth616,Psychobabble_Earth616,Secret Identity,,,Brown Hair,Male Characters,,False,2,1994-08-01,1994,8871
78026,Pyromania_Nolan_Earth616,Pyromania_Nolan_Earth616,,Bad Characters,,Brown Hair,Male Characters,,False,2,1994-06-01,1994,8932
83526,Raze_Earth616,Raze_Earth616,Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,False,2,1994-02-01,1994,9052
289332,Remora_Atlantean_Earth616,Remora_Atlantean_Earth616,,Good Characters,,,Male Characters,,False,2,1994-01-01,1994,9083
123069,Rick_Stoner_Earth616,Rick_Stoner_Earth616,,Good Characters,,,Male Characters,,False,2,1994-05-01,1994,8963
639632,Rion_Earth616,Rion_Earth616,Public Identity,Good Characters,Blue Eyes,Blue Hair,Male Characters,,False,2,1994-06-01,1994,8932
63102,Sadista_Earth616,Sadista_Earth616,Secret Identity,,Red Eyes,Red Hair,Female Characters,,False,2,1994-06-01,1994,8932
315582,Second_Sleeper_Earth616,Second_Sleeper_Earth616,Public Identity,Neutral Characters,,No Hair,Male Characters,,False,2,1994-01-01,1994,9083
255372,Shamari_Asbery_Earth616,Shamari_Asbery_Earth616,Public Identity,Good Characters,,Black Hair,Female Characters,,False,2,1994-10-01,1994,8810
171971,Sherman_Ashley_Earth616,Sherman_Ashley_Earth616,Public Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1994-02-01,1994,9052
63098,Short_Fuse_Earth616,Short_Fuse_Earth616,Secret Identity,,,,Male Characters,,False,2,1994-06-01,1994,8932
16023,Simon_Janson_Earth616,Simon_Janson_Earth616,Secret Identity,,,,Male Characters,,False,2,1994-11-01,1994,8779
535743,Stefan_of_Symkaria_Earth616,Stefan_of_Symkaria_Earth616,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,2,1994-05-01,1994,8963
34676,Stephen_Loss_Earth616,Stephen_Loss_Earth616,Public Identity,Good Characters,Black Eyes,Grey Hair,Male Characters,,False,2,1994-03-01,1994,9024
530072,Strangler_Shatterforce_Earth616,Strangler_Shatterforce_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1994-08-01,1994,8871
480911,Sutekh_Earth616,Sutekh_Earth616,No Dual Identity,,Red Eyes,,Male Characters,,False,2,1994-08-01,1994,8871
18739,Talan_Earth616,Talan_Earth616,Public Identity,Good Characters,,Black Hair,Male Characters,,False,2,1994-02-01,1994,9052
564997,Tantalus_Earth616,Tantalus_Earth616,Public Identity,,,,Male Characters,,False,2,1994-06-01,1994,8932
530076,Thera_Shadow_Consortium_Earth616,Thera_Shadow_Consortium_Earth616,Secret Identity,Bad Characters,,Black Hair,Female Characters,,False,2,1994-09-01,1994,8840
116254,Tiberius_Car_Earth616,Tiberius_Car_Earth616,,Bad Characters,Brown Eyes,,Male Characters,,False,2,1994-11-01,1994,8779
564999,Tityus_Earth616,Tityus_Earth616,Public Identity,,,Black Hair,Male Characters,,False,2,1994-06-01,1994,8932
247328,Touchstone_Earth616,Touchstone_Earth616,Public Identity,Good Characters,,,Female Characters,,False,2,1994-06-01,1994,8932
279915,Trace_Miller_Earth616,Trace_Miller_Earth616,No Dual Identity,Neutral Characters,,,Male Characters,,False,2,1994-08-01,1994,8871
556379,Trieste_Rahn_Earth616,Trieste_Rahn_Earth616,,Bad Characters,,Blond Hair,Female Characters,,False,2,1994-01-01,1994,9083
44750,Tupac_Amaru_Earth616,Tupac_Amaru_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,2,1994-01-01,1994,9083
20966,Tzadqiel_Earth616,Tzadqiel_Earth616,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,False,2,1994-10-01,1994,8810
687311,Vandal_Earth616,Vandal_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1994-07-01,1994,8902
43144,Verdelet_Earth616,Verdelet_Earth616,,Bad Characters,Red Eyes,Bald,Male Characters,,False,2,1994-07-01,1994,8902
740334,Vittio_Earth616,Vittio_Earth616,,Neutral Characters,,,Male Characters,,False,2,1994-03-01,1994,9024
507237,Vivali_Earth616,Vivali_Earth616,Public Identity,Good Characters,White Eyes,,Male Characters,,False,2,1994-06-01,1994,8932
591417,Vranx_Earth616,Vranx_Earth616,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,False,2,1994-02-01,1994,9052
18631,Wildwind_Earth616,Wildwind_Earth616,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,False,2,1994-06-01,1994,8932
34303,Zahgurim_Earth616,Zahgurim_Earth616,,Bad Characters,White Eyes,No Hair,,,False,2,1994-03-01,1994,9024
477474,Zardok_Earth616,Zardok_Earth616,,Bad Characters,,No Hair,Male Characters,,False,2,1994-01-01,1994,9083
748407,Zoroaster_Earth616,Zoroaster_Earth616,,Bad Characters,White Eyes,Black Hair,,,False,2,1994-08-01,1994,8871
13452,Aldebron_Earth616,Aldebron_Earth616,,Bad Characters,,Black Hair,Female Characters,,False,2,1995-12-01,1995,8384
18718,Arnold_Urich_Earth616,Arnold_Urich_Earth616,Secret Identity,Neutral Characters,,Black Hair,Male Characters,,False,2,1995-10-01,1995,8445
341937,Benjamin_Russell_Earth616,Benjamin_Russell_Earth616,,,Blue Eyes,Red Hair,Male Characters,,False,2,1995-09-01,1995,8475
653541,Brazo_Earth616,Brazo_Earth616,Public Identity,,,Blond Hair,Male Characters,,False,2,1995-04-01,1995,8628
67322,Carson_Rowntree_Earth616,Carson_Rowntree_Earth616,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,False,2,1995-03-01,1995,8659
263255,Cedaric_Earth616,Cedaric_Earth616,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,2,1995-05-01,1995,8598
655361,Clash_Earth616,Clash_Earth616,Secret Identity,Bad Characters,,Red Hair,Female Characters,,False,2,1995-06-01,1995,8567
655360,Cordite_Earth616,Cordite_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1995-06-01,1995,8567
109136,Doctor_Brucknerr_Earth616,Doctor_Brucknerr_Earth616,Public Identity,Bad Characters,,Bald,Male Characters,,False,2,1995-10-01,1995,8445
663040,Domitian_Earth616,Domitian_Earth616,Secret Identity,Bad Characters,White Eyes,White Hair,Male Characters,,False,2,1995-03-01,1995,8659
125885,Elalyth_Earth616,Elalyth_Earth616,Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,False,2,1995-02-01,1995,8687
121370,Eleven_Rupinski_Earth616,Eleven_Rupinski_Earth616,Secret Identity,Bad Characters,,,Female Characters,,False,2,1995-09-01,1995,8475
536200,Eva_Slougart_Earth616,Eva_Slougart_Earth616,Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,False,2,1995-03-01,1995,8659
654388,Firefist_Earth616,Firefist_Earth616,Secret Identity,Bad Characters,Red Eyes,Brown Hair,Male Characters,,False,2,1995-06-01,1995,8567
655363,Flare_Shadowforce_Alpha_Earth616,Flare_Shadowforce_Alpha_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1995-06-01,1995,8567
121373,Four_Eugenix_Earth616,Four_Eugenix_Earth616,Secret Identity,Bad Characters,,,Female Characters,,False,2,1995-09-01,1995,8475
16475,Gunshot_Earth616,Gunshot_Earth616,,Bad Characters,,,Male Characters,,False,2,1995-12-01,1995,8384
340309,Hanna_Verschlagen_Earth616,Hanna_Verschlagen_Earth616,,Bad Characters,,,Female Characters,,False,2,1995-01-01,1995,8718
535529,Huike_Earth616,Huike_Earth616,Public Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1995-01-01,1995,8718
535180,Jung_Sakamura_Earth616,Jung_Sakamura_Earth616,Public Identity,Good Characters,,Black Hair,Male Characters,,False,2,1995-01-01,1995,8718
663047,Kaef_Earth616,Kaef_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1995-03-01,1995,8659
690299,Kanan_Earth616,Kanan_Earth616,,,,Brown Hair,Male Characters,,False,2,1995-05-01,1995,8598
18716,Ken_Urich_Earth616,Ken_Urich_Earth616,Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,False,2,1995-10-01,1995,8445
244162,Kiwi_Earth616,Kiwi_Earth616,,Good Characters,,,,,False,2,1995-09-01,1995,8475
558255,Kraa_Luphomoid_Earth616,Kraa_Luphomoid_Earth616,Public Identity,Bad Characters,White Eyes,,Male Characters,,False,2,1995-03-01,1995,8659
477900,Laura_Earth616,Laura_Earth616,Public Identity,Neutral Characters,,Brown Hair,Female Characters,,False,2,1995-11-01,1995,8414
482188,Little_Shadow_Earth616,Little_Shadow_Earth616,Secret Identity,Bad Characters,,,,,False,2,1995-06-01,1995,8567
18715,Mindy_Urich_Earth616,Mindy_Urich_Earth616,Secret Identity,Neutral Characters,,Black Hair,Female Characters,,False,2,1995-10-01,1995,8445
121371,Nine_Eugenix_Earth616,Nine_Eugenix_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1995-09-01,1995,8475
121374,One_Eugenix_Earth616,One_Eugenix_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1995-09-01,1995,8475
243117,Onyx_Earth616,Onyx_Earth616,,Good Characters,,,Male Characters,,False,2,1995-09-01,1995,8475
249427,Owen_Segar_Earth616,Owen_Segar_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1995-03-01,1995,8659
16868,Preacher_Earth616,Preacher_Earth616,,,,Red Hair,Male Characters,,False,2,1995-11-01,1995,8414
656626,Pro_Earth616,Pro_Earth616,Secret Identity,Bad Characters,,Bald,Male Characters,,False,2,1995-11-01,1995,8414
555696,Ramrog_Earth616,Ramrog_Earth616,,,,Black Hair,Male Characters,,False,2,1995-12-01,1995,8384
286632,Ricko_Earth616,Ricko_Earth616,Public Identity,Bad Characters,,,Male Characters,,False,2,1995-10-01,1995,8445
536644,Robert_Jameson_Earth616,Robert_Jameson_Earth616,No Dual Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1995-03-01,1995,8659
67324,Sanction_Aaron_Earth616,Sanction_Aaron_Earth616,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,False,2,1995-03-01,1995,8659
259031,Scaldings_Earth616,Scaldings_Earth616,,Bad Characters,,,,,False,2,1995-10-01,1995,8445
105981,Shell_Shadowforce_Alpha_Earth616,Shell_Shadowforce_Alpha_Earth616,,Bad Characters,,,Male Characters,,False,2,1995-06-01,1995,8567
655364,Shot_Earth616,Shot_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1995-06-01,1995,8567
555700,Sidereus_Earth616,Sidereus_Earth616,,Bad Characters,,,Male Characters,,False,2,1995-12-01,1995,8384
689371,Simon_Mycroft_Earth616,Simon_Mycroft_Earth616,Public Identity,,,Red Hair,Male Characters,,False,2,1995-05-01,1995,8598
686712,Skyline_Killer_Earth616,Skyline_Killer_Earth616,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,False,2,1995-03-01,1995,8659
243134,Slug_Alien_Earth616,Slug_Alien_Earth616,,Good Characters,,,,,False,2,1995-09-01,1995,8475
655362,Stampede_Earth616,Stampede_Earth616,Secret Identity,Bad Characters,,Blond Hair,Female Characters,,False,2,1995-06-01,1995,8567
402002,Sven_Claris_Earth616,Sven_Claris_Earth616,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,False,2,1995-07-01,1995,8537
685096,The_One_Earth616,The_One_Earth616,,,,,Male Characters,,False,2,1995-05-01,1995,8598
482203,Tolometh_Earth616,Tolometh_Earth616,Secret Identity,Bad Characters,Red Eyes,,,,False,2,1995-06-01,1995,8567
169802,Tomu00e1s_Aguado_Earth616,TomC3A1s_Aguado_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1995-06-01,1995,8567
640358,Tuzun_Thune_Earth616,Tuzun_Thune_Earth616,Secret Identity,Bad Characters,,White Hair,Male Characters,,False,2,1995-03-01,1995,8659
121369,Twelve_Carl_Earth616,Twelve_Carl_Earth616,Secret Identity,Bad Characters,,Brown Hair,Male Characters,,False,2,1995-09-01,1995,8475
10127,Aaidan_Blomfield_Earth616,Aaidan_Blomfield_Earth616,Secret Identity,Bad Characters,,Blond Hair,Male Characters,,False,2,1996-07-01,1996,8171
335958,Adam_Essex_Earth616,Adam_Essex_Earth616,No Dual Identity,Neutral Characters,,,Male Characters,,False,2,1996-07-01,1996,8171
3811,Angelface_Earth616,Angelface_Earth616,Secret Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,False,2,1996-05-01,1996,8232
493518,Baal_Sandstormers_Earth616,Baal_Sandstormers_Earth616,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,False,2,1996-10-01,1996,8079
10129,Boudica_Gorman_Earth616,Boudica_Gorman_Earth616,Secret Identity,Bad Characters,,Black Hair,Female Characters,,False,2,1996-07-01,1996,8171
16221,Carly_Alvarez_Earth616,Carly_Alvarez_Earth616,Public Identity,,,Black Hair,Female Characters,,False,2,1996-11-01,1996,8048
23873,Cold_Winter_Earth616,Cold_Winter_Earth616,,Bad Characters,Red Eyes,No Hair,Male Characters,,False,2,1996-01-01,1996,8353
663604,Creaux_Earth616,Creaux_Earth616,,Bad Characters,,Bald,Male Characters,,False,2,1996-12-01,1996,8018
348988,Donald_Blake_Heroes_Reborn_Earth616,Donald_Blake_Heroes_Reborn_Earth616,No Dual Identity,Good Characters,,Blond Hair,Male Characters,,False,2,1996-11-01,1996,8048
101629,Harith_Damyish_Earth616,Harith_Damyish_Earth616,Public Identity,Bad Characters,Grey Eyes,Brown Hair,Male Characters,,False,2,1996-12-01,1996,8018
68905,Hughes_Au00eftKaci_Earth616,Hughes_AC3AFtKaci_Earth616,Secret Identity,Good Characters,,Black Hair,Male Characters,,False,2,1996-04-01,1996,8262
114022,Jane_Foster_Heroes_Reborn_Earth616,Jane_Foster_Heroes_Reborn_Earth616,Public Identity,Good Characters,,,Female Characters,,False,2,1996-11-01,1996,8048
625734,Jara_Earth616,Jara_Earth616,Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,False,2,1996-04-01,1996,8262
436026,Lawrence_Evans_Earth616,Lawrence_Evans_Earth616,,Bad Characters,Brown Eyes,,Male Characters,,False,2,1996-11-01,1996,8048
94360,Marilou_Earth616,Marilou_Earth616,Secret Identity,Good Characters,,White Hair,Female Characters,,False,2,1996-02-01,1996,8322
689267,Mexxa_Rien_Earth616,Mexxa_Rien_Earth616,No Dual Identity,Neutral Characters,,Blond Hair,Female Characters,,False,2,1996-03-01,1996,8293
301464,Michael_Fleet_Earth616,Michael_Fleet_Earth616,Secret Identity,Neutral Characters,,White Hair,Male Characters,,False,2,1996-10-01,1996,8079
268661,Mr_Shaw_Earth616,Mr_Shaw_Earth616,Public Identity,,,Black Hair,Male Characters,,False,2,1996-07-01,1996,8171
665029,Paul_Sousa_Earth616,Paul_Sousa_Earth616,Public Identity,,,White Hair,Male Characters,,False,2,1996-11-01,1996,8048
466434,Philip_Fleming_Earth616,Philip_Fleming_Earth616,Public Identity,Good Characters,,Brown Hair,Male Characters,,False,2,1996-02-01,1996,8322
259039,Price_Worldengine_Earth616,Price_Worldengine_Earth616,Public Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,False,2,1996-01-01,1996,8353
744251,Rachman_Earth616,Rachman_Earth616,No Dual Identity,,Green Eyes,No Hair,Male Characters,,False,2,1996-01-01,1996,8353
343625,Richard_Barnes_Heroes_Reborn_Earth616,Richard_Barnes_Heroes_Reborn_Earth616,Public Identity,Good Characters,,,Male Characters,,False,2,1996-11-01,1996,8048
610209,Source_Sentinel_Earth616,Source_Sentinel_Earth616,Secret Identity,Neutral Characters,,Grey Hair,Male Characters,,False,2,1996-11-01,1996,8048
85047,Synraith_Earth616,Synraith_Earth616,Secret Identity,Bad Characters,No Eyes,No Hair,,,False,2,1996-10-01,1996,8079
555098,Tobe_Earth616,Tobe_Earth616,Secret Identity,,,Purple Hair,Male Characters,,False,2,1996-03-01,1996,8293
701973,Vartu_Earth616,Vartu_Earth616,,Bad Characters,,White Hair,Male Characters,,False,2,1996-01-01,1996,8353
343148,Veeda_Leebre_Earth616,Veeda_Leebre_Earth616,Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,False,2,1996-04-01,1996,8262
28086,Yohei_Earth616,Yohei_Earth616,,Bad Characters,,Black Hair,Male Characters,,False,2,1996-12-01,1996,8018
670232,Yu_Kirin_Earth616,Yu_Kirin_Earth616,No Dual Identity,,,Black Hair,Male Characters,,False,2,1996-04-01,1996,8262
667057,Alana_Sloan_Earth616,Alana_Sloan_Earth616,No Dual Identity,,Blue Eyes,Blond Hair,Female Characters,,False,2,1997-08-01,1997,7775
4092,Alistaire_Armstrong_Earth616,Alistaire_Armstrong_Earth616,,Bad Characters,Blue Eyes,Black Hair,Male Characters,,False,2,1997-10-01,1997,7714
103681,Amanda_Smith_Earth616,Amanda_Smith_Earth616,,,,,Female Characters,,False,2,1997-07-01,1997,7806
427055,Andrew_Blanding_Earth616,Andrew_Blanding_Earth616,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,False,2,1997-07-01,1997,7806
347748,Anton_Vanko_Heroes_Reborn_Earth616,Anton_Vanko_Heroes_Reborn_Earth616,Public Identity,Bad Characters,,,Male Characters,,False,2,1997-08-01,1997,7775
706055,ApeMan_Earth616,ApeMan_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1997-04-01,1997,7897
14472,Arsenic_Element_Earth616,Arsenic_Element_Earth616,,Bad Characters,,No Hair,,,False,2,1997-09-01,1997,7744
751843,Aurelio_Santurce_Earth616,Aurelio_Santurce_Earth616,,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,False,2,1997-09-01,1997,7744
415270,Barium_Element_Earth616,Barium_Element_Earth616,No Dual Identity,Bad Characters,White Eyes,No Hair,,,False,2,1997-09-01,1997,7744
483246,Basilio_Rez_Earth616,Basilio_Rez_Earth616,Secret Identity,Bad Characters,,Black Hair,Male Characters,,False,2,1997-08-01,1997,7775
16272,Bludgeon_CyberPunks_Earth616,Bludgeon_CyberPunks_Earth616,,Bad Characters,,,Male Characters,,False,2,1997-03-01,1997,7928
16290,Boost_Earth616,Boost_Earth616,Secret Identity,Bad Characters,,White Hair,Male Characters,,False,2,1997-10-01,1997,7714
402679,Cassie_Dolan_Earth616,Cassie_Dolan_Earth616,Public Identity,Good Characters,,Blond Hair,Female Characters,,False,2,1997-04-01,1997,7897
706069,CatMan_Earth616,CatMan_Earth616,Secret Identity,Bad Characters,,,Male Characters,,False,2,1997-04-01,1997,7897
424109,Cesium_Element_Earth616,Cesium_Element_Earth616,,Bad Characters,,No Hair,,,False,2,1997-11-01,1997,7683
16304,Clearcut_Earth616,Clearcut_Earth616,Secret Identity,,,Red Hair,Male Characters,,False,2,1997-01-01,1997,7987
342200,Colin_Muldowney_Earth616,Colin_Muldowney_Earth616,,Neutral Characters,,,Male Characters,,False,2,1997-02-01,1997,7956
18311,Ecliptic_Earth616,Ecliptic_Earth616,Secret Identity,Bad Characters,,Grey Hair,Female Characters,,False,2,1997-08-01,1997,7775
347132,Eric_Williams_Heroes_Reborn_Earth616,Eric_Williams_Heroes_Reborn_Earth616,Public Identity,Bad Characters,,,Male Characters,,False,2,1997-05-01,1997,7867
531115,Etta_Langstrom_Earth616,Etta_Langstrom_Earth616,Secret Identity,Bad Characters,,,Female Characters,,False,2,1997-10-01,1997,7714
424088,Europium_Element_Earth616,Europium_Element_Earth616,,Bad Characters,White Eyes,No Hair,,,False,2,1997-10-01,1997,7714
16446,Fist_CyberPunks_Earth616,Fist_CyberPunks_Earth616,,Bad Characters,,,Male Characters,,False,2,1997-03-01,1997,7928
12801,Ghost_Rider_Kale_Earth616,Ghost_Rider_Kale_Earth616,Secret Identity,Good Characters,,,,,False,2,1997-10-01,1997,7714
345926,Gloria_Brickman_Earth616,Gloria_Brickman_Earth616,Public Identity,,,Black Hair,Female Characters,,False,2,1997-10-01,1997,7714
424095,Hafnium_Element_Earth616,Hafnium_Element_Earth616,,Bad Characters,Red Eyes,No Hair,,,False,2,1997-09-01,1997,7744
18794,Ignatz_Earth616,Ignatz_Earth616,Secret Identity,Good Characters,,No Hair,Male Characters,,False,2,1997-11-01,1997,7683
238422,Insomnia_Earth616,Insomnia_Earth616,Secret Identity,Bad Characters,,Brown Hair,Female Characters,,False,2,1997-04-01,1997,7897
631206,Jane_Takahama_Earth616,Jane_Takahama_Earth616,,Neutral Characters,,Black Hair,Female Characters,,False,2,1997-07-01,1997,7806
